data,tamanho_medio
2022-02-01,3.4175838634097957
2022-02-15,3.459972706382893
2022-03-01,3.4590058479532164
2022-03-08,3.42932082882618
2022-03-15,3.436507095152277
2022-04-01,3.4432191642135104
2022-04-15,3.4217590852440205
2022-05-01,3.4123611734624166
