data,Rostelecom,TTK
2022-02-01,0.3510647591272268,0.16734115742614325
2022-02-15,0.357435433678219,0.21444466922921304
2022-03-01,0.3439319806545311,0.20189206622231778
2022-03-08,0.31515298352485116,0.15901432181971356
2022-03-15,0.2416184201770147,0.15113452188006482
2022-04-01,0.27007004125717887,0.10006280092108018
2022-04-15,0.31499826719239393,0.1143141153081511
2022-05-01,0.3270339649901317,0.11007025761124122
